strain_id	phylum	class	order	family	genus	species
SID08832	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A anthracis
SID08870	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08854	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08869	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08847	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A anthracis
SID08845	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08844	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AD
SID08843	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08842	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08841	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08840	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A anthracis
SID08839	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08838	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08837	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08836	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08835	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08834	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08833	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08848	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08850	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A anthracis
SID08868	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08866	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AV
SID08865	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08864	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08863	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_M
SID08862	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08861	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08860	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08859	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08858	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08857	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08856	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08855	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08829	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A anthracis
SID08853	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08852	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08851	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08849	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08846	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08827	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08813	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08828	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08811	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08810	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08809	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID00279	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
SID08826	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
SID08867	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
SID08808	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08807	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08814	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08815	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID08812	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08816	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08825	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_M
SID08824	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08823	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08822	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	
SID08821	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08820	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08819	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08817	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08818	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08876	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08875	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08873	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08872	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08874	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08886	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
SID08893	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08892	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08890	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08889	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08888	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08887	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08885	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08883	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08882	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08881	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08880	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_M
SID08879	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08878	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08877	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID08884	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08891	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis
SID08894	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis
SID08906	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08905	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08904	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08903	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08902	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08901	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_M
SID08900	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08899	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08898	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08897	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_M
SID08896	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08895	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides
SID08919	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08907	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08908	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08909	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08923	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08922	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08921	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08920	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08918	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08917	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08916	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08915	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08914	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08913	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AW
SID08912	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08911	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08910	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08960	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08957	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08961	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_N
SID08969	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08958	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08959	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08962	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08966	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08964	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08965	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08967	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08968	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08963	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID08956	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08954	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID08939	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08940	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID08970	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08941	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AD
SID08942	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08944	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_M
SID08945	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08946	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A anthracis
SID08947	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A sp002584985
SID08948	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08949	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID08950	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08951	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID08952	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08953	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID08955	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08991	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08973	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08995	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08996	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08935	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08934	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08933	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08932	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08931	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08930	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08929	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08928	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08927	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08926	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08924	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08984	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AU
SID08938	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08936	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08994	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08974	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_M
SID08975	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID08976	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08977	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID08978	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08979	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08980	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08981	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08982	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08972	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08983	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08986	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08987	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08988	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AW
SID08989	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08990	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID08992	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08993	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08985	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08925	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID08937	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_P
SID08971	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID08943	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID09016	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09029	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09017	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09018	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID09006	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09045	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
SID09046	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
SID09047	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09044	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09019	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID09015	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09003	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09005	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	
SID09002	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID09001	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID09007	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09000	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID08999	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09009	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A sp002571225
SID08998	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09010	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID08997	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09011	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09012	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09034	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09013	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09014	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AV
SID09008	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09004	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09023	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09041	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID09040	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID09020	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AU
SID09039	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID09025	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AW
SID09038	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09037	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09024	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID09036	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
SID09021	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides
SID09043	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09035	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09042	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09022	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09028	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09030	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J
SID09031	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_S
SID09027	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09032	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AW
SID09033	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii
SID09026	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A mycoides_A
SID09052	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09053	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09054	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09048	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09049	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09050	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09051	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T
SID09061	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID09060	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
SID09059	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
SID09058	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
SID09062	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C aryabhattai
SID09057	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A toyonensis
